sim_cycles,mixed_or_same,mem_or_coh,config,alg,inj_rate,average_packet_latency,average_flit_latency,packets_received::total,packets_injected::total
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_26,99298393.955696,188988493.351263,13228117.0,13228208.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_27,101625334.501107,195423486.805919,13581437.0,13581529.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_28,103241289.190466,200464554.272942,13940437.0,13940542.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_29,104311639.719325,204455883.389877,14290648.0,14290755.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_1,8462.282688,8679.027603,7542187.0,7542217.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_11,17548.025655,23536.775581,8295875.0,8295918.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_12,5466093.88414,9142001.684819,8991898.0,8991941.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_13,9782009.406107,16439067.737067,9678812.0,9678865.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_14,12051010.963081,20330417.718718,10366300.0,10366361.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_15,13067410.447833,22121794.831016,11051950.0,11052008.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_16,13121543.925433,22278417.773942,11738666.0,11738737.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_17,18008484.403822,30747807.080633,12377406.0,12377487.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_18,28893261.509701,49818667.735055,12927539.0,12927621.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_19,37053038.04707,64460690.030597,13481763.0,13481850.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_2,43786182.441395,76823986.011915,14032660.0,14032750.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_21,48856050.571172,86396258.795091,14583189.0,14583278.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_22,52800853.329379,94064798.222862,15135096.0,15135186.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_23,55677335.001473,99885240.575264,15683424.0,15683518.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_24,57710039.506145,104175845.553778,16237097.0,16237184.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_25,59132273.282318,107407710.610033,16786883.0,16786988.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_26,60017050.617135,109611655.101892,17343468.0,17343575.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_27,60506465.574767,111118135.277318,17889139.0,17889242.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_28,60628164.178752,111885951.998464,18444525.0,18444648.0
2b,same,coh,mclb_hops_4_6,kite_small,tornado,0_29,60532245.418265,112258275.183894,18991377.0,18991498.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_1,7237.175249,7180.934335,6034148.0,6034168.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_11,7634.389573,7695.788109,6637055.0,6637087.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_12,8224.329479,8507.524619,7240590.0,7240616.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_13,9222.131414,9965.137002,7844464.0,7844503.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_14,12684.6175,15484.101756,8448597.0,8448637.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_15,3159169.132466,5270698.240851,9024170.0,9024214.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_16,7695133.835836,12890432.896082,9575149.0,9575207.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_17,15621215.131945,26342212.518521,10082420.0,10082482.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_18,29864093.06182,50947577.67289,10498258.0,10498325.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_19,41320652.504984,71271791.036743,10912370.0,10912436.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_2,51360329.017423,89555359.044364,11320777.0,11320855.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_21,59889514.657795,105536864.205352,11720531.0,11720605.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_22,66665850.999934,118646075.85762,12123110.0,12123190.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_23,71991478.411644,129362454.716165,12523634.0,12523715.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_24,76113933.98716,137996069.568741,12923810.0,12923891.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_25,79287671.304278,144982855.75938,13320065.0,13320162.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_26,81599982.289704,150418536.4083,13721462.0,13721546.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_27,83104459.007253,154357230.339712,14121653.0,14121735.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_28,84266141.708883,157666487.257452,14522694.0,14522792.0
2b,same,mem,mclb_hops_4_6,kite_small,shuffle,0_29,84953464.156898,160040274.520316,14919033.0,14919123.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_1,6013.660614,5773.343802,7542201.0,7542217.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_11,6077.613751,5834.047604,8295899.0,8295925.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_12,6146.346332,5900.622997,9050557.0,9050581.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_13,6218.987728,5972.322509,9806277.0,9806308.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_14,6298.202171,6052.872541,10561677.0,10561705.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_15,6386.114595,6143.945181,11316152.0,11316185.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_16,6479.054089,6242.266895,12069562.0,12069594.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_17,6582.047241,6354.141104,12825448.0,12825483.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_18,6698.487266,6484.374766,13578107.0,13578142.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_19,6823.785116,6627.674099,14333928.0,14333970.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_2,6970.385174,6801.249062,15088432.0,15088480.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_21,7131.033311,6995.272515,15841868.0,15841913.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_22,7319.352042,7230.692987,16598198.0,16598252.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_23,7540.558431,7515.194338,17352396.0,17352451.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_24,7807.753275,7869.898508,18106435.0,18106485.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_25,8124.682927,8302.831896,18861663.0,18861736.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_26,8545.052751,8897.773802,19616797.0,19616869.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_27,9128.105658,9752.167318,20369772.0,20369832.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_28,10006.328759,11082.507452,21124950.0,21125031.0
2b,same,coh,mclb_hops_4_6,kite_small,shuffle,0_29,11670.693393,13692.993421,21878705.0,21878788.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_1,8328.249633,8224.364921,7164605.0,7164631.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_11,8976.601762,9053.417739,7881245.0,7881281.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_12,10149.662299,10702.036891,8598079.0,8598118.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_13,15193.839217,18739.7301,9316110.0,9316160.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_14,4019073.702468,6708616.02646,9992718.0,9992773.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_15,9392020.069645,15752598.44482,10640141.0,10640219.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_16,20354142.93566,34450962.685492,11204656.0,11204746.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_17,30885400.427957,52798821.452124,11739946.0,11740045.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_18,43674981.165032,75607275.810369,12215314.0,12215412.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_19,54824114.911822,96092843.689053,12679360.0,12679479.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_2,67161245.858416,119422180.974846,13100811.0,13100930.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_21,77429796.03023,139608295.732586,13518185.0,13518303.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_22,86868045.891193,158848938.972373,13918920.0,13919047.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_23,94514945.877073,175209513.785617,14320224.0,14320344.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_24,100481845.468892,188687299.968521,14719655.0,14719784.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_25,105027800.690556,199712339.853854,15118978.0,15119118.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_26,108690034.956439,209174616.002724,15520267.0,15520401.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_27,111423785.330157,216954966.942948,15914992.0,15915113.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_28,113225481.361045,222886872.069161,16317299.0,16317435.0
2b,same,mem,mclb_hops_4_6,kite_small,transpose,0_29,114425598.548634,227604036.041144,16717280.0,16717418.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_1,7743.92523,7598.086075,7542192.0,7542217.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_11,8327.630176,8340.411451,8295890.0,8295925.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_12,9420.972649,9877.459749,9050546.0,9050578.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_13,13976.745081,17121.291211,9806230.0,9806286.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_14,4371198.364213,7299408.50379,10514249.0,10514313.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_15,10404031.080892,17466476.61324,11185715.0,11185783.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_16,14559233.107964,24550804.13584,11855257.0,11855348.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_17,23397460.171317,39794055.874355,12446608.0,12446696.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_18,36316497.588916,62488568.897221,12965011.0,12965101.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_19,47877452.73626,83365608.406762,13465953.0,13466060.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_2,56667758.56444,99751493.505525,13972363.0,13972462.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_21,64230283.015728,114264943.422387,14471226.0,14471327.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_22,71109359.344668,127884676.118132,14955388.0,14955492.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_23,76567163.78824,139119065.788252,15438255.0,15438366.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_24,80825551.175922,148273920.293069,15921345.0,15921458.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_25,83808029.799807,155180705.250472,16405112.0,16405238.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_26,86266491.305728,161119839.63471,16891305.0,16891436.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_27,87844610.021627,165463819.698869,17370116.0,17370224.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_28,88892578.11217,168766172.675647,17854554.0,17854683.0
2b,same,coh,mclb_hops_4_6,kite_small,transpose,0_29,89447486.200691,171071004.765966,18341153.0,18341281.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_1,8485.676196,8364.593927,6034143.0,6034167.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_11,9129.543391,9179.706002,6637059.0,6637087.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_12,10261.242446,10756.315151,7240583.0,7240613.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_13,14395.955379,17274.895257,7844460.0,7844503.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_14,3988788.342134,6657212.926748,8413465.0,8413527.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_15,11436051.125604,19220349.113019,8936378.0,8936440.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_16,20381193.299865,34540029.996103,9418030.0,9418096.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_17,29930568.838353,51209471.519439,9876676.0,9876756.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_18,40221885.514759,69547164.970614,10303526.0,10303606.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_19,49881952.878392,87218883.95826,10712483.0,10712567.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_2,60575315.274179,107267810.367391,11092100.0,11092189.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_21,71094870.704301,127619073.124154,11445679.0,11445758.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_22,79755659.398407,145000878.663702,11803789.0,11803877.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_23,86645868.790118,159497654.130679,12159916.0,12160001.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_24,92065323.010262,171452218.536381,12516566.0,12516653.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_25,96166675.740327,181116703.485543,12868291.0,12868394.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_26,99298393.955696,188988493.351263,13228117.0,13228208.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_27,101625334.501107,195423486.805919,13581437.0,13581529.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_28,103241289.190466,200464554.272942,13940437.0,13940542.0
2b,same,mem,mclb_hops_4_6,kite_small,neighbor,0_29,104311639.719325,204455883.389877,14290648.0,14290755.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_1,8462.282688,8679.027603,7542187.0,7542217.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_11,17548.025655,23536.775581,8295875.0,8295918.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_12,5466093.88414,9142001.684819,8991898.0,8991941.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_13,9782009.406107,16439067.737067,9678812.0,9678865.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_14,12051010.963081,20330417.718718,10366300.0,10366361.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_15,13067410.447833,22121794.831016,11051950.0,11052008.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_16,13121543.925433,22278417.773942,11738666.0,11738737.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_17,18008484.403822,30747807.080633,12377406.0,12377487.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_18,28893261.509701,49818667.735055,12927539.0,12927621.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_19,37053038.04707,64460690.030597,13481763.0,13481850.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_2,43786182.441395,76823986.011915,14032660.0,14032750.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_21,48856050.571172,86396258.795091,14583189.0,14583278.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_22,52800853.329379,94064798.222862,15135096.0,15135186.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_23,55677335.001473,99885240.575264,15683424.0,15683518.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_24,57710039.506145,104175845.553778,16237097.0,16237184.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_25,59132273.282318,107407710.610033,16786883.0,16786988.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_26,60017050.617135,109611655.101892,17343468.0,17343575.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_27,60506465.574767,111118135.277318,17889139.0,17889242.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_28,60628164.178752,111885951.998464,18444525.0,18444648.0
2b,same,coh,mclb_hops_4_6,kite_small,neighbor,0_29,60532245.418265,112258275.183894,18991377.0,18991498.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_1,6538.007398,6335.975838,6034153.0,6034168.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_11,6690.695803,6510.863934,6637067.0,6637087.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_12,6886.919095,6748.851999,7240593.0,7240617.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_13,7169.467089,7119.0386,7844482.0,7844503.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_14,7598.677481,7718.821152,8448604.0,8448637.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_15,8578.808808,9215.985316,9052778.0,9052807.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_16,20117.648872,28282.34677,9656446.0,9656484.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_17,3708270.004066,6192031.009946,10220407.0,10220446.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_18,7874818.910262,13195234.311922,10770207.0,10770247.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_19,12529663.041719,21076788.759269,11305506.0,11305553.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_2,15914557.335174,26864562.265721,11843259.0,11843313.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_21,18774736.025823,31800126.184571,12374409.0,12374458.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_22,20755914.679132,35250971.712378,12914662.0,12914718.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_23,22485922.493244,38302392.449426,13448350.0,13448408.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_24,23576691.365267,40254270.375017,13986417.0,13986474.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_25,24441246.75875,41825873.927564,14519137.0,14519211.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_26,25015372.439397,42894165.09695,15059285.0,15059351.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_27,25481389.966043,43786740.043965,15590659.0,15590710.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_28,25620056.233372,44103147.258346,16130165.0,16130243.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,neighbor,0_29,25753901.877836,44405430.504345,16662269.0,16662343.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_1,6977.572969,6760.52295,7542194.0,7542217.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_11,7253.051064,7085.158596,8295900.0,8295925.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_12,7667.158868,7618.85362,9050554.0,9050581.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_13,8521.442136,8855.324978,9806261.0,9806308.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_14,17166.317715,23050.404012,10561603.0,10561652.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_15,3513247.829012,5864181.91665,11271963.0,11272013.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_16,6684954.613475,11196073.934451,11970446.0,11970492.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_17,12039926.771426,20259629.044114,12638250.0,12638307.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_18,18212043.128953,30819298.754517,13272715.0,13272774.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_19,23933625.606354,40731109.058796,13898780.0,13898849.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_2,28895140.248541,49454303.342969,14515460.0,14515534.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_21,32529971.533412,55960553.417807,15133254.0,15133319.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_22,35407486.807213,61193723.67019,15755438.0,15755506.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_23,37456936.390599,65011325.625551,16376543.0,16376620.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_24,39003786.493896,67964182.863704,16995524.0,16995595.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_25,40083444.775041,70114032.261626,17615179.0,17615272.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_26,40790441.026094,71598596.269331,18236265.0,18236357.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_27,41269071.536361,72680200.690867,18852710.0,18852791.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_28,41412890.55699,73153100.205662,19474274.0,19474373.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,neighbor,0_29,41448649.053932,73428480.785756,20092014.0,20092120.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_1,10221.586569,11748.451841,7164599.0,7164630.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_11,3946333.243766,6587231.805843,7850375.0,7850425.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_12,9544929.473561,16021898.11578,8499462.0,8499506.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_13,15069031.214897,25435127.563811,9138719.0,9138772.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_14,20515772.798828,34828845.466017,9761169.0,9761222.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_15,23997770.924129,40949262.518926,10383363.0,10383421.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_16,26568714.048716,45556548.397664,11001408.0,11001472.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_17,31042162.554251,53573924.039255,11585838.0,11585912.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_18,38760967.860052,67490598.170182,12119668.0,12119738.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_19,44489238.914997,78107748.962241,12651508.0,12651597.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_2,48513485.882757,85824484.741919,13187371.0,13187454.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_21,51706230.769241,92120044.721849,13723403.0,13723478.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_22,54747909.029681,98252861.987801,14244029.0,14244123.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_23,57700388.031777,104318871.290154,14758033.0,14758125.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_24,59806689.512872,108858552.519188,15270199.0,15270296.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_25,61070621.624125,111884994.172034,15782182.0,15782294.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_26,62099035.13904,114456713.955464,16298013.0,16298120.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_27,62536035.082214,115939124.953573,16806050.0,16806146.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_28,62504854.423773,116486502.346222,17323188.0,17323302.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,transpose,0_29,62351279.862209,116755990.981657,17839043.0,17839159.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_1,7408.424239,7295.615128,7542193.0,7542217.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_11,7888.411006,7894.234125,8295897.0,8295925.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_12,8642.817287,8904.807365,9050550.0,9050581.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_13,9999.628349,10873.983055,9806251.0,9806301.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_14,14480.161281,17975.082169,10561622.0,10561681.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_15,4148824.980163,6925986.486102,11270178.0,11270248.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_16,14930293.90636,25139421.513843,11881121.0,11881205.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_17,26294838.62312,44709100.802099,12452131.0,12452219.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_18,38716397.41208,66591954.776702,12972225.0,12972310.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_19,48685907.549076,84666198.332273,13489035.0,13489134.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_2,58848664.418835,103561385.995782,13977604.0,13977706.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_21,67465230.07892,120098047.651261,14459250.0,14459351.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_22,74237957.021958,133596823.32608,14943489.0,14943595.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_23,79283496.126605,144148760.88881,15425930.0,15426037.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_24,83284718.070825,152880574.093279,15909494.0,15909603.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_25,86189526.651372,159712223.454502,16390467.0,16390590.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_26,88302201.160139,165057669.680995,16875379.0,16875504.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_27,89941737.97995,169590329.613646,17349749.0,17349856.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_28,90737497.572139,172436407.380511,17835321.0,17835446.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,transpose,0_29,91099589.164709,174416762.765278,18319754.0,18319878.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_1,6538.007398,6335.975838,6034153.0,6034168.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_11,6690.695803,6510.863934,6637067.0,6637087.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_12,6886.919095,6748.851999,7240593.0,7240617.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_13,7169.467089,7119.0386,7844482.0,7844503.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_14,7598.677481,7718.821152,8448604.0,8448637.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_15,8578.808808,9215.985316,9052778.0,9052807.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_16,20117.648872,28282.34677,9656446.0,9656484.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_17,3708270.004066,6192031.009946,10220407.0,10220446.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_18,7874818.910262,13195234.311922,10770207.0,10770247.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_19,12529663.041719,21076788.759269,11305506.0,11305553.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_2,15914557.335174,26864562.265721,11843259.0,11843313.0
