sim_cycles,mixed_or_same,mem_or_coh,config,alg,inj_rate,average_packet_latency,average_flit_latency,packets_received::total,packets_injected::total
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_1,20839.44809,28791.454154,7164568.0,7164605.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_11,6671510.223835,11168965.305538,7819332.0,7819388.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_12,11371231.288369,19139469.023544,8465902.0,8465959.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_13,15340632.757548,25945707.752685,9111778.0,9111852.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_14,19653907.768211,33415907.104396,9739704.0,9739783.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_15,28776798.416151,49387818.762698,10299717.0,10299797.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_16,40321849.76302,70018986.538393,10811769.0,10811857.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_17,50620110.747285,88977087.801549,11303896.0,11303986.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_18,60622292.838112,107930351.678231,11770730.0,11770819.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_19,68185859.416893,122883080.931161,12233988.0,12234090.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_2,75431665.814932,137672580.728072,12681509.0,12681611.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_21,81024652.375916,149650705.605258,13129345.0,13129450.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_22,85180901.038638,159106291.970747,13574835.0,13574954.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_23,88145004.437752,166413660.407107,14022884.0,14022986.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_24,90211472.941632,172058539.564551,14465127.0,14465231.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_25,91459907.534678,176118797.736019,14911683.0,14911814.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_26,92127804.223973,179090788.289186,15354087.0,15354217.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_27,92113267.236068,180610423.645993,15798909.0,15799024.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_28,91831464.272386,181555223.757908,16244703.0,16244835.0
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_29,91090413.079659,181499580.438959,16687939.0,16688065.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_1,7453.454721,7393.104703,7542196.0,7542217.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_11,8048.243707,8173.502886,8295888.0,8295925.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_12,9155.298648,9766.873936,9050550.0,9050581.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_13,15173.578431,19505.242611,9806214.0,9806269.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_14,4036966.479459,6739932.813113,10517201.0,10517259.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_15,10059767.766843,16883643.178203,11190712.0,11190777.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_16,18307300.407645,30951018.049046,11812232.0,11812302.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_17,25148773.644193,42829711.264155,12423531.0,12423608.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_18,30814593.364161,52838415.034529,13027516.0,13027583.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_19,34742346.872394,59953854.007286,13631280.0,13631363.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_2,38743322.454523,67294763.063115,14223338.0,14223433.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_21,44360844.865499,77655878.652609,14778938.0,14779026.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_22,52223191.16114,92316652.554295,15287380.0,15287475.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_23,58522419.005499,104400815.137116,15795704.0,15795809.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_24,63785054.437921,114782496.991425,16300752.0,16300851.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_25,67755313.306536,122965793.273219,16804682.0,16804800.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_26,70894395.547015,129688196.91444,17309696.0,17309812.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_27,73418217.49544,135315811.225203,17813109.0,17813215.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_28,75110823.341205,139414070.120314,18320460.0,18320578.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_29,76359540.76781,142687570.913692,18825636.0,18825755.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_1,8369.726924,8167.203089,7542220.0,7542249.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_11,8753.928363,8587.071081,8296276.0,8296305.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_12,9207.00586,9094.136862,9051429.0,9051459.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_13,9769.585323,9749.051477,9806378.0,9806427.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_14,10461.033717,10584.868533,10561973.0,10562017.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_15,11369.126887,11734.392979,11318021.0,11318080.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_16,12626.188614,13410.741382,12072608.0,12072677.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_17,14587.616131,16194.817572,12827608.0,12827689.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_18,19350.383421,23554.748536,13581614.0,13581726.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_19,3315208.146702,5529025.579122,14288839.0,14288977.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_2,18059616.843479,30515198.737166,14782401.0,14782563.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_21,31492742.376268,53920125.90243,15235134.0,15235330.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_22,43504236.165619,75543309.415029,15656484.0,15656669.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_23,57590685.640536,101566120.201019,16033496.0,16033723.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_24,73539924.738099,131914090.274941,16367931.0,16368149.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_25,89793185.189544,164012730.259687,16673283.0,16673515.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_26,103933765.921118,193252038.667857,16978721.0,16978937.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_27,115989844.718553,219419044.867325,17286354.0,17286576.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_28,126859628.606897,244221942.237612,17583266.0,17583500.0
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_29,135888598.57267,266035560.605826,17888527.0,17888757.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_1,7782.393678,7533.760554,7542222.0,7542249.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_11,8001.687269,7757.733735,8296281.0,8296305.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_12,8241.305455,8005.34144,9051431.0,9051459.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_13,8510.747836,8289.565197,9806385.0,9806427.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_14,8815.205859,8617.670626,10561979.0,10562017.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_15,9155.626969,8991.282747,11318029.0,11318081.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_16,9540.691157,9425.924099,12072628.0,12072674.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_17,9997.117164,9957.054831,12827634.0,12827693.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_18,10514.85273,10575.829898,13581668.0,13581728.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_19,11143.342414,11353.292508,14337219.0,14337283.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_2,11906.784912,12333.317927,15090323.0,15090407.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_21,12841.31287,13573.318577,15845439.0,15845528.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_22,14075.132481,15284.410128,16600700.0,16600787.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_23,15778.493549,17752.445245,17354108.0,17354221.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_24,18417.339596,21749.73945,18107728.0,18107871.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_25,23770.2655,30248.998704,18861816.0,18861957.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_26,59226.589953,88911.27627,19615369.0,19615542.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_27,13020647.520148,21879132.673905,20112879.0,20113070.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_28,33574127.24531,57254632.558299,20425640.0,20425827.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_29,51898191.476346,89793757.347865,20733762.0,20733954.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_1,8422.001327,8651.29673,6034150.0,6034166.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_11,19830.773672,27313.122497,6637045.0,6637084.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_12,7324764.737825,12269336.949771,7179426.0,7179460.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_13,13420684.930404,22607882.118053,7718003.0,7718043.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_14,18036516.738456,30524999.806529,8253533.0,8253577.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_15,21120094.855782,35914142.832986,8788790.0,8788838.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_16,23194844.913087,39583399.731157,9325332.0,9325379.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_17,28986174.280561,49806435.855414,9817828.0,9817895.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_18,42398528.549948,73761832.809106,10218044.0,10218108.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_19,52743761.33261,92848524.478017,10617030.0,10617101.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_2,61159909.813681,108870748.61386,11017720.0,11017790.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_21,67180828.138539,120824241.717767,11418254.0,11418317.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_22,72132769.964108,131012564.299878,11818098.0,11818179.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_23,75570593.919767,138542332.751687,12219473.0,12219545.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_24,78261495.617472,144740031.392546,12618192.0,12618265.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_25,80105553.992501,149369545.498981,13015996.0,13016080.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_26,81136006.201968,152490284.271212,13416069.0,13416151.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_27,81605303.84696,154503574.261105,13815958.0,13816041.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_28,81845887.085653,156057584.036352,14217268.0,14217364.0
2b,same,mem,mclb_hops_4_6,ft_x,tornado,0_29,81580894.905225,156573771.438184,14614062.0,14614149.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_1,7028.862881,6841.210429,7542193.0,7542217.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_11,7236.683924,7080.729044,8295895.0,8295925.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_12,7511.513614,7415.139006,9050557.0,9050581.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_13,7891.568556,7908.32365,9806267.0,9806308.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_14,8493.697765,8744.592862,10561672.0,10561705.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_15,9665.243264,10494.840473,11316119.0,11316168.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_16,14073.592593,17576.254187,12069491.0,12069543.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_17,5022430.302526,8392028.073354,12761781.0,12761845.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_18,17190810.394148,28992054.911875,13338149.0,13338216.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_19,27104127.078785,46100348.992648,13910380.0,13910455.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_2,35035772.260249,60061540.144512,14482781.0,14482861.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_21,41192143.710792,71122926.641254,15056975.0,15057051.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_22,46139152.713925,80209077.088751,15630616.0,15630693.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_23,49724779.842307,86980019.853426,16205772.0,16205863.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_24,52638499.168953,92613074.236636,16778831.0,16778908.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_25,54730219.341113,96831136.879654,17353323.0,17353420.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_26,56386857.743598,100292200.050724,17925168.0,17925269.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_27,57433854.633704,102646815.645024,18498556.0,18498648.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_28,58099466.404606,104312004.605333,19073404.0,19073513.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_29,58422635.085429,105345822.075642,19646262.0,19646363.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_1,8422.001327,8651.29673,6034150.0,6034166.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_11,19830.773672,27313.122497,6637045.0,6637084.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_12,7324764.737825,12269336.949771,7179426.0,7179460.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_13,13420684.930404,22607882.118053,7718003.0,7718043.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_14,18036516.738456,30524999.806529,8253533.0,8253577.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_15,21120094.855782,35914142.832986,8788790.0,8788838.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_16,23194844.913087,39583399.731157,9325332.0,9325379.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_17,28986174.280561,49806435.855414,9817828.0,9817895.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_18,42398528.549948,73761832.809106,10218044.0,10218108.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_19,52743761.33261,92848524.478017,10617030.0,10617101.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_2,61159909.813681,108870748.61386,11017720.0,11017790.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_21,67180828.138539,120824241.717767,11418254.0,11418317.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_22,72132769.964108,131012564.299878,11818098.0,11818179.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_23,75570593.919767,138542332.751687,12219473.0,12219545.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_24,78261495.617472,144740031.392546,12618192.0,12618265.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_25,80105553.992501,149369545.498981,13015996.0,13016080.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_26,81136006.201968,152490284.271212,13416069.0,13416151.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_27,81605303.84696,154503574.261105,13815958.0,13816041.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_28,81845887.085653,156057584.036352,14217268.0,14217364.0
2b,same,mem,mclb_hops_4_6,ft_x,neighbor,0_29,81580894.905225,156573771.438184,14614062.0,14614149.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_1,7028.862881,6841.210429,7542193.0,7542217.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_11,7236.683924,7080.729044,8295895.0,8295925.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_12,7511.513614,7415.139006,9050557.0,9050581.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_13,7891.568556,7908.32365,9806267.0,9806308.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_14,8493.697765,8744.592862,10561672.0,10561705.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_15,9665.243264,10494.840473,11316119.0,11316168.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_16,14073.592593,17576.254187,12069491.0,12069543.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_17,5022430.302526,8392028.073354,12761781.0,12761845.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_18,17190810.394148,28992054.911875,13338149.0,13338216.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_19,27104127.078785,46100348.992648,13910380.0,13910455.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_2,35035772.260249,60061540.144512,14482781.0,14482861.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_21,41192143.710792,71122926.641254,15056975.0,15057051.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_22,46139152.713925,80209077.088751,15630616.0,15630693.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_23,49724779.842307,86980019.853426,16205772.0,16205863.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_24,52638499.168953,92613074.236636,16778831.0,16778908.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_25,54730219.341113,96831136.879654,17353323.0,17353420.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_26,56386857.743598,100292200.050724,17925168.0,17925269.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_27,57433854.633704,102646815.645024,18498556.0,18498648.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_28,58099466.404606,104312004.605333,19073404.0,19073513.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_29,58422635.085429,105345822.075642,19646262.0,19646363.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_1,6825.58529,6584.593681,6034148.0,6034168.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_11,7026.690819,6805.082613,6637064.0,6637087.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_12,7292.397383,7115.354128,7240597.0,7240616.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_13,7654.609534,7567.077885,7844479.0,7844503.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_14,8200.956697,8295.603623,8448604.0,8448637.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_15,9311.796796,9917.548246,9052762.0,9052801.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_16,12999.475066,15759.765411,9656432.0,9656479.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_17,4292831.362248,7169582.47339,10217164.0,10217217.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_18,15835029.566835,26680446.284616,10685961.0,10686017.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_19,25355612.75421,43061013.745137,11152111.0,11152172.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_2,32613622.838125,55794112.315136,11620686.0,11620751.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_21,38317930.730196,65995705.111889,12087126.0,12087186.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_22,42834010.096479,74225566.379907,12558000.0,12558076.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_23,46386225.773587,80864895.799246,13025833.0,13025902.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_24,49026565.165979,85925721.105013,13495226.0,13495299.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_25,51050859.545894,89935369.949348,13959171.0,13959257.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_26,52451867.325616,92845952.414845,14428894.0,14428969.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_27,53496959.453005,95126536.128578,14895117.0,14895185.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_28,54146314.442293,96706016.80057,15361927.0,15362019.0
2b,same,mem,mclb_hops_4_6,ft_x,shuffle,0_29,54448812.037303,97608103.638174,15829652.0,15829739.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_1,6942.368096,6701.681117,7542193.0,7542216.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_11,7110.994647,6883.801893,8295896.0,8295925.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_12,7337.772636,7145.359756,9050553.0,9050581.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_13,7646.376453,7525.64492,9806275.0,9806308.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_14,8100.737619,8129.023923,10561664.0,10561704.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_15,8961.370938,9373.333661,11316143.0,11316185.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_16,12041.593678,14256.286285,12069527.0,12069580.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_17,3526994.751145,5885325.84994,12781880.0,12781943.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_18,12811053.494562,21537622.525413,13398419.0,13398480.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_19,20120078.555034,34034921.818199,14019059.0,14019124.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_2,25951504.00237,44156470.806864,14636053.0,14636123.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_21,30475744.245313,52129878.237106,15253635.0,15253702.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_22,33885055.65846,58236599.322327,15877226.0,15877301.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_23,36639612.831591,63258573.464601,16494878.0,16494950.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_24,38664382.203145,67029854.99247,17113411.0,17113484.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_25,40175187.475975,69926792.144462,17732833.0,17732923.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_26,41193521.161961,71959756.318039,18353196.0,18353285.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_27,42019432.536707,73658295.784811,18968877.0,18968951.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_28,42437917.688812,74633899.326959,19587218.0,19587310.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_29,42679302.087818,75283720.344781,20205060.0,20205159.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_1,16537362.18999,28085198.095659,6965911.0,6965959.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_11,21809114.862083,37297204.771723,7586578.0,7586637.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_12,24512940.050581,42169968.325072,8208471.0,8208529.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_13,25968914.528801,44901832.856459,8834040.0,8834115.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_14,30212231.601609,52604954.045417,9424042.0,9424125.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_15,36104845.591978,63436759.772333,9976822.0,9976897.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_16,41223418.64292,73102050.440556,10515395.0,10515486.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_17,47134336.340961,84472249.861761,11024337.0,11024419.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_18,54193993.80935,98252811.305781,11505403.0,11505496.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_19,59107269.364341,108324383.484709,11985117.0,11985218.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_2,63720379.934436,118046780.816183,12457560.0,12457670.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_21,68502424.220173,128335868.979079,12913605.0,12913708.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_22,74667155.863437,141646079.421331,13338216.0,13338339.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_23,79084995.49146,151791402.29721,13768956.0,13769067.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_24,83001523.493536,161122283.617242,14191344.0,14191454.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_25,90381973.01524,174678412.090663,14562445.0,14562581.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_26,100716778.950265,189973067.258911,14877171.0,14877301.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_27,109377034.753614,202960998.421168,15191560.0,15191686.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_28,116148335.917538,213844222.573441,15509149.0,15509289.0
2b,same,mem,mclb_hops_4_6,ft_x,transpose,0_29,121600368.212976,222965600.424258,15821448.0,15821592.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_1,16755976.695927,28426403.311059,7343693.0,7343753.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_11,18217369.507566,31116040.78607,7999316.0,7999383.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_12,27942011.221889,48297576.088055,8584907.0,8584978.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_13,36374467.437892,63615919.363911,9156381.0,9156462.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_14,41319682.185421,73011463.680383,9728626.0,9728725.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_15,43755935.666422,78069873.593935,10294686.0,10294764.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_16,44191513.821273,79515686.842006,10863828.0,10863911.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_17,48623034.106912,88428805.17601,11394404.0,11394506.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_18,58636897.624211,108266226.600257,11846517.0,11846632.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_19,67322907.108427,126231916.335302,12283808.0,12283924.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_2,73857589.401156,140539552.137954,12719128.0,12719251.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_21,78594039.991582,151735784.434443,13143963.0,13144091.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_22,87090477.684489,163722279.132066,13539387.0,13539528.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_23,94731757.234414,173639290.661052,13923304.0,13923451.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_24,100611681.346254,181352719.933902,14303439.0,14303587.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_25,104856031.852775,187321352.693728,14682308.0,14682468.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_26,107863680.66439,191839973.691118,15067095.0,15067255.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_27,110733857.732942,195755257.150194,15456937.0,15457084.0
